Count,X,Y,Potter,Weasley,Granger,Trip,Close,Far
41,61.00099023,46.07285707,1,0,0,1,0,2
42,61.49110423,46.2462951,1,0,0,1,0,2
43,62.57861866,46.45919804,1,0,0,1,0,1
44,62.23295416,48.22935268,1,0,0,1,0,17
45,61.31508249,48.10723485,1,0,0,1,1,16
46,62.19079342,49.90300119,1,0,0,1,11,39
47,62.94985299,50.86683436,1,0,0,1,6,34
48,63.06410744,50.97551348,1,0,0,1,7,33
49,64.45831088,50.26660112,1,0,0,1,0,14
50,64.88331489,50.88613509,1,0,0,1,0,8
51,66.72867963,50.26324351,1,0,0,1,0,3
52,68.3748464,51.01979587,1,0,0,1,0,7
53,69.57731895,50.15743909,1,0,0,1,4,16
54,70.60803482,51.83887369,1,0,0,1,1,12
55,72.05182283,50.40055656,1,0,0,1,3,29
56,71.4879584,50.83109647,1,0,0,1,2,22
57,72.67247648,49.06371968,1,0,0,1,4,26
58,72.40818424,49.23310494,1,0,0,1,5,25
59,70.59009956,48.85719752,1,0,0,1,10,23
60,71.59182285,50.68946095,1,0,0,1,3,23
61,72.19804514,51.0289911,1,0,0,1,5,24
62,70.92433798,50.87164386,1,0,0,1,2,20
63,72.07270632,51.29819776,1,0,0,1,3,20
64,71.19391914,51.45314658,1,0,0,1,1,18
65,72.37566502,50.66658738,1,0,0,1,5,26
66,71.68257017,50.13610513,1,0,0,1,3,28
67,72.17686646,51.17961848,1,0,0,1,3,23
68,72.53434664,50.93302785,1,0,0,1,5,24
69,71.61263269,50.83060903,1,0,0,1,3,23
70,70.97009627,52.80839171,1,0,0,1,0,9
71,70.22614616,52.83384961,1,0,0,1,0,6
72,71.46616719,52.22275461,1,0,0,1,1,15
73,71.60450367,53.78540236,1,0,0,1,2,6
74,72.06560804,53.56392443,1,0,0,1,2,13
75,71.74185509,54.74708457,1,0,0,1,1,5
76,71.14135628,53.26149351,1,0,0,1,0,6
77,71.09657802,55.06371554,1,0,0,1,0,3
78,70.36737961,53.180177,1,0,0,1,0,5
79,69.23691418,54.59421284,1,0,0,1,0,0
80,70.93742719,56.571999,1,0,0,1,0,0
81,70.92511478,56.28063662,1,0,0,1,0,1
82,68.98042588,57.311973,1,0,0,1,1,4
83,69.41872726,58.3744161,1,0,0,1,2,6
84,68.45997861,59.42952643,1,0,0,1,2,14
85,68.33123715,59.04845452,1,0,0,1,2,15
86,68.70219038,58.763195,1,0,0,1,2,12
87,68.86632099,60.27285711,1,0,0,1,2,17
88,68.70578625,59.71372725,1,0,0,1,2,13
89,67.94448866,59.49472392,1,0,0,1,3,15
90,67.63569597,59.91487945,1,0,0,1,4,20
91,67.7239616,60.50808812,1,0,0,1,8,20
92,67.62359262,60.54408594,1,0,0,1,8,19
93,69.53673646,61.39369463,1,0,0,1,2,19
94,70.17182426,60.34627358,1,0,0,1,1,12
95,71.46510965,61.35671768,1,0,0,1,4,22
96,70.54334055,61.01446508,1,0,0,1,3,15
97,70.95620842,61.43124058,1,0,0,1,4,17
98,69.96361137,61.20586344,1,0,0,1,3,15
99,68.42063617,61.35879498,1,0,0,1,2,21
100,69.88924428,60.45136491,1,0,0,1,0,16
101,69.57681495,61.88023435,1,0,0,1,2,18
102,69.50679586,63.19778967,1,0,0,1,1,14
103,68.04942164,63.87410881,1,0,0,1,3,8
104,69.76778382,61.86463954,1,0,0,1,2,16
105,68.62913772,60.98104857,1,0,0,1,2,22
106,67.07680456,60.34398889,1,0,0,1,7,22
107,66.68771933,61.00872002,1,0,0,1,7,21
108,66.00182697,59.05994319,1,0,0,1,3,13
109,66.61645199,61.19406435,1,0,0,1,7,22
110,66.22584413,60.44716986,1,0,0,1,3,19
111,64.09298795,59.86489172,1,0,0,1,1,4
112,64.67088437,60.6268186,1,0,0,1,1,10
113,64.84442206,60.67781222,1,0,0,1,1,10
114,64.88825631,62.55621166,1,0,0,1,1,7
115,64.78027586,61.46427147,1,0,0,1,1,9
116,64.69842415,60.44636904,1,0,0,1,1,10
117,64.11818443,61.45582725,1,0,0,1,0,5
118,64.20079618,60.09070985,1,0,0,1,1,5
119,63.33328637,60.18195815,1,0,0,1,0,1
120,63.15354333,60.69551612,1,0,0,1,0,1
121,62.94868224,60.33413345,1,0,0,1,0,1
122,63.88766021,61.60679642,1,0,0,1,0,5
123,64.22988731,63.62908022,1,0,0,1,0,2
124,66.35280206,62.84273763,1,0,0,1,3,15
125,67.48474243,61.31586569,1,0,0,1,6,21
126,67.63629422,61.47987591,1,0,0,1,5,21
127,66.82358779,60.50951532,1,0,0,1,5,21
128,64.36601226,60.47833276,1,0,0,1,1,7
129,64.57587572,59.44014012,1,0,0,1,1,5
130,62.20150553,59.92550658,1,0,0,1,0,2
131,62.59667457,60.58614748,1,0,0,1,0,2
132,61.3254196,60.22368249,1,0,0,1,0,2
133,60.78255829,61.33264126,1,0,0,1,0,3
134,60.18244289,60.21845793,1,0,0,1,1,7
135,59.41200519,61.32704565,1,0,0,1,1,8
136,57.3899356,60.78210888,1,0,0,1,4,19
137,55.1868443,61.85733689,1,0,0,1,3,24
138,55.01663333,61.73225563,1,0,0,1,4,24
139,56.36733927,61.20072632,1,0,0,1,4,24
140,57.92357778,58.92400515,1,0,0,1,7,36
141,58.73327567,57.18939024,1,0,0,1,11,37
142,57.18728468,56.07481754,1,0,0,1,4,36
143,58.09202005,55.54602245,1,0,0,1,6,29
144,55.94861293,56.30786988,1,0,0,1,3,31
145,56.52201312,56.15430199,1,0,0,1,3,34
146,57.56721955,56.83087631,1,0,0,1,6,41
147,56.3269164,57.95813731,1,0,0,1,9,35
148,55.90500353,57.61959731,1,0,0,1,8,33
149,57.36578549,56.90205752,1,0,0,1,9,40
150,56.67557683,58.35357786,1,0,0,1,7,37
151,57.06291733,58.37305586,1,0,0,1,9,39
152,57.63358019,58.23978959,1,0,0,1,11,41
153,59.10317295,57.77939593,1,0,0,1,8,32
154,59.92255639,57.83793439,1,0,0,1,6,28
155,58.65275726,58.98562922,1,0,0,1,4,33
156,56.58867825,59.57881629,1,0,0,1,6,39
157,55.94834674,60.25315869,1,0,0,1,4,32
158,56.01220577,58.25790513,1,0,0,1,8,38
159,55.91943077,59.04511318,1,0,0,1,6,38
160,55.40512817,59.53907476,1,0,0,1,6,34
161,56.70053574,59.02469648,1,0,0,1,5,37
162,57.0991337,57.97365616,1,0,0,1,10,40
163,57.34723501,59.96971285,1,0,0,1,4,30
164,58.07382311,60.8370454,1,0,0,1,3,14
165,3.226824247,3.751741418,1,0,0,2,0,0
166,6.709582626,7.68075382,1,0,0,2,0,0
167,9.696327868,8.492475164,1,0,0,2,0,0
168,10.96296559,11.12234003,1,0,0,2,0,0
169,11.50069942,13.07672683,1,0,0,2,0,0
170,13.98150128,15.10261446,1,0,0,2,0,0
171,18.33895046,17.80918976,1,0,0,2,0,0
172,21.46701842,19.69402633,1,0,0,2,0,0
173,23.08548359,22.05847008,1,0,0,2,0,0
174,25.26870097,23.29416197,1,0,0,2,0,0
175,25.99198343,24.76079146,1,0,0,2,0,0
176,26.75861858,27.91863261,1,0,0,2,0,0
177,28.52470139,30.23932945,1,0,0,2,0,0
178,30.53168133,31.53469343,1,0,0,2,0,1
179,31.89782392,33.56850301,1,0,0,2,0,0
180,32.22245225,35.16288645,1,0,0,2,0,0
181,33.34298459,38.36621323,1,0,0,2,0,0
182,32.70518421,39.76543886,1,0,0,2,0,0
183,33.11138135,38.68370355,1,0,0,2,0,0
184,33.78692093,40.42242685,1,0,0,2,0,0
185,35.04194379,41.64512588,1,0,0,2,0,0
186,37.4891346,43.00552246,1,0,0,2,0,0
187,37.96936548,43.16611989,1,0,0,2,0,0
188,40.31034755,44.75580378,1,0,0,2,0,0
189,41.01603489,44.54099165,1,0,0,2,0,0
190,41.88039847,44.27135909,1,0,0,2,0,0
191,42.41867294,45.21342961,1,0,0,2,0,0
192,43.03472271,45.00145003,1,0,0,2,0,0
193,42.37281599,44.94048738,1,0,0,2,0,0
194,43.67030417,44.46822137,1,0,0,2,0,0
195,46.36808119,44.12195799,1,0,0,2,0,0
196,46.98431496,45.06111828,1,0,0,2,0,0
197,47.49688913,45.40722111,1,0,0,2,0,0
198,46.57280242,47.30766089,1,0,0,2,0,1
199,48.67744336,47.73383788,1,0,0,2,0,0
200,47.93717871,48.11278488,1,0,0,2,0,1
201,47.83372191,48.67220956,1,0,0,2,0,3
202,47.29381393,49.27917084,1,0,0,2,1,12
203,47.72594656,50.94493834,1,0,0,2,4,27
204,49.61639009,51.60543317,1,0,0,2,6,29
205,50.6043118,52.14974602,1,0,0,2,2,25
206,51.36511654,52.9378118,1,0,0,2,3,32
207,51.80189402,53.96953196,1,0,0,2,3,37
208,52.73429855,53.22035404,1,0,0,2,2,20
209,53.65543742,52.6545085,1,0,0,2,0,10
210,54.25532125,53.16854354,1,0,0,2,1,12
211,53.62196559,53.65713843,1,0,0,2,3,16
212,53.97677289,54.02029055,1,0,0,2,2,15
213,53.92819559,54.82623856,1,0,0,2,5,17
214,54.92825671,54.51885208,1,0,0,2,3,17
215,55.11308647,55.75502949,1,0,0,2,2,21
216,55.4669944,58.14414415,1,0,0,2,7,32
217,56.16993724,57.33959165,1,0,0,2,7,35
218,56.29395824,57.18192054,1,0,0,2,6,36
219,58.36330859,57.85717789,1,0,0,2,10,40
220,59.30133417,59.05563767,1,0,0,2,1,28
221,59.00024221,59.98296581,1,0,0,2,3,22
222,59.1091538,59.16206759,1,0,0,2,2,31
223,60.33396928,57.37806147,1,0,0,2,2,21
224,60.0919301,57.04159132,1,0,0,2,6,24
225,60.11544792,56.90857471,1,0,0,2,6,24
226,59.39699565,55.87003878,1,0,0,2,5,28
227,58.43246267,55.9065646,1,0,0,2,6,31
228,59.47451689,55.22768238,1,0,0,2,2,26
229,59.36605019,54.68674544,1,0,0,2,0,22
230,59.40314597,56.07362576,1,0,0,2,6,27
231,61.06643285,56.42387971,1,0,0,2,1,15
232,61.11754836,56.17983086,1,0,0,2,1,14
233,60.04494455,57.99407246,1,0,0,2,4,26
234,61.17832984,58.39948567,1,0,0,2,1,12
235,61.47864237,59.90092797,1,0,0,2,0,2
236,61.5632254,61.12929968,1,0,0,2,0,2
237,60.57248955,60.90145794,1,0,0,2,0,4
238,61.70256317,59.39984956,1,0,0,2,0,3
239,59.6806533,58.34436874,1,0,0,2,6,27
240,60.05881031,61.30356634,1,0,0,2,0,5
241,59.93122714,62.03809411,1,0,0,2,0,3
242,59.59738698,63.03054308,1,0,0,2,0,1
243,59.58849966,63.48551012,1,0,0,2,0,0
244,59.29708643,63.68180105,1,0,0,2,0,0
245,60.2639498,64.70465449,1,0,0,2,0,0
246,60.06785851,64.59577627,1,0,0,2,0,0
247,60.3853905,63.12681547,1,0,0,2,0,0
248,59.68399952,62.15641949,1,0,0,2,0,4
249,58.88126448,62.48865048,1,0,0,2,0,5
250,59.46423705,61.18398385,1,0,0,2,1,9
251,58.6072745,61.55129941,1,0,0,2,2,7
252,58.00552911,63.60956818,1,0,0,2,0,3
253,58.65140679,63.54728483,1,0,0,2,0,2
254,59.98724523,62.56395935,1,0,0,2,0,1
255,60.01216388,62.33864857,1,0,0,2,0,2
256,60.15904446,62.66523746,1,0,0,2,0,1
257,61.26360353,63.24887804,1,0,0,2,0,0
258,61.34670833,63.70399642,1,0,0,2,0,0
259,60.91365968,63.86383271,1,0,0,2,0,0
260,62.83788392,64.65485211,1,0,0,2,0,0
261,63.51240023,65.46490592,1,0,0,2,0,0
262,63.91937578,65.47805363,1,0,0,2,0,0
263,63.40982123,65.53981926,1,0,0,2,0,0
264,64.17446358,63.68646446,1,0,0,2,0,2
265,64.43649703,64.20072801,1,0,0,2,0,2
266,64.19917966,63.95608129,1,0,0,2,0,2
267,64.40288173,61.92700426,1,0,0,2,0,7
268,61.61420376,61.58867594,1,0,0,2,0,1
269,60.76453429,61.45837007,1,0,0,2,0,2
270,60.75013523,59.48136228,1,0,0,2,2,10
271,60.15091673,58.99504629,1,0,0,2,2,18
272,61.51495291,60.30396227,1,0,0,2,0,2
273,62.35820604,60.98210983,1,0,0,2,0,1
274,62.68910303,61.5264019,1,0,0,2,0,0
275,61.50793376,61.44880641,1,0,0,2,0,1
276,60.0013891,62.4088725,1,0,0,2,0,2
277,60.11311622,62.2366951,1,0,0,2,0,2
278,60.77913513,62.76541934,1,0,0,2,0,0
279,60.11802234,63.5411774,1,0,0,2,0,0
280,59.72341595,64.38725668,1,0,0,2,0,0
281,60.90036467,65.73640246,1,0,0,2,0,1
282,60.5416449,65.799524,1,0,0,2,0,1
283,61.43121306,67.45742574,1,0,0,2,1,6
284,62.21493775,67.45438359,1,0,0,2,0,5
285,61.21639511,67.71370042,1,0,0,2,1,7
286,62.00836908,67.43130315,1,0,0,2,0,5
287,62.45892772,66.06687725,1,0,0,2,0,1
288,60.58657178,68.16036796,1,0,0,2,2,9
289,62.17470603,66.53512313,1,0,0,2,0,2
290,61.77721564,67.09772578,1,0,0,2,0,4
291,61.03811879,65.84763209,1,0,0,2,0,1
292,61.82484282,64.88178834,1,0,0,2,0,0
293,62.13550424,64.85745169,1,0,0,2,0,0
294,61.62425671,62.66396721,1,0,0,2,0,0
295,62.75807994,64.40474637,1,0,0,2,0,0
296,62.19947685,64.38665796,1,0,0,2,0,0
297,61.79271821,64.65173205,1,0,0,2,0,0
298,62.16048594,65.31398845,1,0,0,2,0,0
299,62.84714168,66.53225807,1,0,0,2,0,2
300,64.57498857,65.62586247,1,0,0,2,0,0
301,65.41105549,66.01346525,1,0,0,2,0,0
302,66.18545525,65.60127729,1,0,0,2,0,1
303,65.46535861,65.67843874,1,0,0,2,0,1
304,67.55347098,65.70869152,1,0,0,2,0,0
305,67.35823435,66.98614264,1,0,0,2,0,0
306,65.27036617,68.14145588,1,0,0,2,0,0
307,65.69333218,68.4624885,1,0,0,2,0,0
308,64.65550862,68.74097129,1,0,0,2,0,2
309,65.2380098,67.06392685,1,0,0,2,0,0
310,65.0973236,65.64015978,1,0,0,2,0,1
311,64.42509555,65.12905416,1,0,0,2,0,1
312,63.48221104,65.09525395,1,0,0,2,0,0
313,62.79549884,65.89777109,1,0,0,2,0,0
314,62.23983368,64.76334447,1,0,0,2,0,0
315,62.50764801,64.14518683,1,0,0,2,0,0
316,62.12591299,65.30854176,1,0,0,2,0,0
317,62.99480099,64.20938827,1,0,0,2,0,0
318,62.91423781,62.39797912,1,0,0,2,0,0
319,63.01380848,64.3354147,1,0,0,2,0,0
320,62.70569069,64.43092203,1,0,0,2,0,0
321,61.18262818,64.02650396,1,0,0,2,0,0
322,60.43366042,64.77162037,1,0,0,2,0,0
323,61.01747048,64.88396968,1,0,0,2,0,0
324,61.60535826,66.25017336,1,0,0,2,0,1
325,62.7868065,65.37860234,1,0,0,2,0,0
326,63.8221221,65.99744311,1,0,0,2,0,0
327,64.45714999,65.829958,1,0,0,2,0,0
328,64.21753977,64.75974889,1,0,0,2,0,1
329,65.41100667,64.4012372,1,0,0,2,0,2
330,66.23649605,63.803369,1,0,0,2,1,10
331,67.07939746,63.41716806,1,0,0,2,4,11
332,67.56470025,65.27287475,1,0,0,2,0,4
333,2.345546002,4.769763208,1,0,0,3,0,0
334,4.385607238,6.600371444,1,0,0,3,0,0
335,5.728591089,8.576653578,1,0,0,3,0,0
336,5.603331022,10.02222173,1,0,0,3,0,0
337,8.363515096,11.85790029,1,0,0,3,0,0
338,11.28666307,14.58751602,1,0,0,3,0,0
339,14.48484217,15.7353118,1,0,0,3,0,0
340,15.79263619,16.89244203,1,0,0,3,0,0
341,17.38673845,17.58948047,1,0,0,3,0,0
342,18.56401855,20.16967957,1,0,0,3,0,0
343,18.95297278,23.33689076,1,0,0,3,0,0
344,20.9649098,27.11076322,1,0,0,3,0,0
345,22.71987446,28.47912888,1,0,0,3,0,0
346,24.34315634,29.83834504,1,0,0,3,0,0
347,25.33947044,34.38465146,1,0,0,3,0,0
348,26.55904822,36.26108841,1,0,0,3,0,0
349,27.78441932,37.22434414,1,0,0,3,0,0
350,29.18518644,40.26047883,1,0,0,3,0,0
351,28.81214013,41.11935343,1,0,0,3,0,0
352,29.17797858,42.68499875,1,0,0,3,0,0
353,27.67014656,45.77940231,1,0,0,3,0,0
354,28.90196449,45.6753382,1,0,0,3,0,0
355,30.44463012,45.14229936,1,0,0,3,0,0
356,32.27916362,46.60010305,1,0,0,3,0,0
357,33.26169412,46.47834207,1,0,0,3,0,0
358,35.55477411,48.43548062,1,0,0,3,0,0
359,37.20428689,48.73879452,1,0,0,3,0,0
360,37.91675985,49.03248673,1,0,0,3,0,0
361,38.48492608,48.84623433,1,0,0,3,0,0
362,37.58189906,49.27253742,1,0,0,3,0,0
363,40.74291578,50.19375637,1,0,0,3,0,3
364,41.73650956,51.34045374,1,0,0,3,1,15
365,39.33519711,52.72960206,1,0,0,3,2,19
366,39.68153396,53.2000743,1,0,0,3,4,20
367,39.78741673,53.80750394,1,0,0,3,7,24
368,40.52397254,56.19454714,1,0,0,3,7,35
369,42.60456878,55.58749523,1,0,0,3,9,33
370,43.19198912,55.08553027,1,0,0,3,6,37
371,45.20947608,56.23216007,1,0,0,3,2,17
372,44.45004767,56.82186025,1,0,0,3,1,14
373,44.99331094,58.26630688,1,0,0,3,0,5
374,44.3260386,57.81070803,1,0,0,3,1,12
375,45.94239676,58.92540663,1,0,0,3,0,2
376,45.91800859,61.08276562,1,0,0,3,0,0
377,44.15880584,62.42975256,1,0,0,3,0,0
378,45.85031752,62.51398012,1,0,0,3,0,0
379,44.71394587,61.25737385,1,0,0,3,0,0
380,46.17706276,60.85702409,1,0,0,3,0,0
381,46.32050054,61.41405769,1,0,0,3,0,0
382,46.88471687,61.54326857,1,0,0,3,0,0
383,47.1151294,60.90354988,1,0,0,3,0,1
384,45.73068898,61.88480958,1,0,0,3,0,0
385,46.18783195,62.54663716,1,0,0,3,0,0
386,47.47206206,63.39849705,1,0,0,3,0,1
387,47.15431852,63.31515278,1,0,0,3,0,0
388,46.18065791,63.51080078,1,0,0,3,0,0
389,47.09680272,64.31799764,1,0,0,3,0,0
390,48.75897728,64.68888516,1,0,0,3,0,8
391,51.05282767,63.10371043,1,0,0,3,2,26
392,52.66888181,63.00754229,1,0,0,3,4,21
393,55.45473778,62.22099605,1,0,0,3,4,20
394,55.2130488,62.14648085,1,0,0,3,4,24
395,55.55968999,61.98853165,1,0,0,3,3,23
396,55.12115266,62.3066103,1,0,0,3,4,22
397,56.81943179,62.93610051,1,0,0,3,0,8
398,56.83968351,63.54888694,1,0,0,3,0,7
399,56.10313194,63.14588967,1,0,0,3,0,9
400,56.83080849,63.98227539,1,0,0,3,0,5
401,57.22460946,64.56911834,1,0,0,3,0,2
402,57.40462929,64.47889376,1,0,0,3,0,2
403,55.69144706,64.38662571,1,0,0,3,2,4
404,55.62051875,64.10356127,1,0,0,3,0,6
405,54.51199647,64.59710584,1,0,0,3,1,9
406,54.59727404,61.30271757,1,0,0,3,8,26
407,54.79385942,62.37438685,1,0,0,3,3,22
408,55.97569489,62.62678893,1,0,0,3,0,13
409,57.58507723,63.97397785,1,0,0,3,0,2
410,57.90634208,64.5385364,1,0,0,3,0,1
411,56.8676691,64.11721919,1,0,0,3,0,2
412,58.59121411,62.52916605,1,0,0,3,0,5
413,58.50419676,62.17049129,1,0,0,3,0,5
414,57.5700616,61.79856326,1,0,0,3,3,12
415,56.86795001,60.71203927,1,0,0,3,4,22
416,57.63782696,59.2979287,1,0,0,3,6,36
417,56.12380969,59.19262128,1,0,0,3,5,37
418,55.01874914,59.65172689,1,0,0,3,6,35
419,53.84986956,59.33508996,1,0,0,3,5,33
420,54.92249186,59.99070927,1,0,0,3,6,31
421,55.99060006,59.26520881,1,0,0,3,5,40
422,55.47546057,58.48493371,1,0,0,3,4,34
423,54.37046712,58.32630802,1,0,0,3,2,33
424,55.13843119,57.80073591,1,0,0,3,5,26
425,55.73695616,56.53801234,1,0,0,3,3,29
426,56.59319725,56.69444799,1,0,0,3,4,32
427,56.10706159,56.08611713,1,0,0,3,3,31
428,57.23568834,55.33078079,1,0,0,3,5,22
429,57.29673101,54.90270937,1,0,0,3,4,19
430,55.45620896,54.67860354,1,0,0,3,1,18
431,55.87984778,55.05928561,1,0,0,3,1,21
432,54.19298656,54.10747385,1,0,0,3,3,15
433,54.88340858,55.18119105,1,0,0,3,2,19
434,56.26486122,56.14946407,1,0,0,3,4,32
435,58.62144195,57.33591552,1,0,0,3,11,38
436,57.32820869,55.95470513,1,0,0,3,5,35
437,59.39859468,55.28114958,1,0,0,3,2,27
438,57.47255352,56.18380084,1,0,0,3,5,36
439,57.20023654,57.24346027,1,0,0,3,6,43
440,57.38554256,56.77659798,1,0,0,3,6,41
441,57.34306286,56.2057179,1,0,0,3,5,38
442,57.31286974,56.72496692,1,0,0,3,4,41
443,57.75154345,56.62176183,1,0,0,3,6,40
444,58.53584034,55.06983164,1,0,0,3,4,24
445,56.83393451,55.95504634,1,0,0,3,2,31
446,56.51395275,57.28731537,1,0,0,3,7,35
447,55.4218595,57.23520263,1,0,0,3,5,26
448,56.06840223,56.70064611,1,0,0,3,5,33
449,57.36859645,56.54234468,1,0,0,3,4,40
450,57.01778176,57.48932375,1,0,0,3,8,41
451,57.05764863,57.59523374,1,0,0,3,8,43
452,57.13017012,60.20809867,1,0,0,3,4,29
453,57.3144811,60.36433865,1,0,0,3,2,24
454,58.81037773,60.43957094,1,0,0,3,2,18
455,58.22500186,62.31618404,1,0,0,3,0,5
456,57.48782785,62.27818353,1,0,0,3,2,9
457,58.99807509,61.80717957,1,0,0,3,0,5
458,59.16231479,61.93627019,1,0,0,3,0,5
459,60.48208308,61.06442166,1,0,0,3,0,4
460,60.06311731,61.20658123,1,0,0,3,0,5
461,58.55510963,60.580103,1,0,0,3,3,17
462,60.16430133,60.86489536,1,0,0,3,0,7
463,61.32489185,61.71025996,1,0,0,3,0,1
464,61.52752513,61.13484593,1,0,0,3,0,2
465,61.42785425,61.3026314,1,0,0,3,0,1
466,63.40310475,58.80334704,1,0,0,3,0,1
467,63.15767432,60.13697077,1,0,0,3,0,1
468,61.50472884,61.32060489,1,0,0,3,0,1
469,62.52987636,63.6567978,1,0,0,3,0,0
470,62.86070497,63.16444812,1,0,0,3,0,0
471,63.8986079,63.28752972,1,0,0,3,0,2
472,63.35790401,64.84323232,1,0,0,3,0,0
473,63.08348388,65.09229403,1,0,0,3,0,0
474,62.408908,65.03634212,1,0,0,3,0,0
475,62.29434769,63.59167178,1,0,0,3,0,0
476,64.44997306,63.58578387,1,0,0,3,0,3
477,65.25589353,63.41706296,1,0,0,3,1,9
478,64.63114596,64.21072955,1,0,0,3,0,2
479,65.55692457,64.2284122,1,0,0,3,1,5
480,65.91684837,62.40501708,1,0,0,3,2,15
481,65.50538822,62.19697141,1,0,0,3,2,14
482,65.96596789,62.50627662,1,0,0,3,2,14
483,65.29438357,62.21705301,1,0,0,3,2,11
484,67.53362745,63.56147993,1,0,0,3,3,9
485,68.23220208,64.20815116,1,0,0,3,0,8
486,4.705799962,3.246932342,1,0,0,4,0,0
487,7.687653074,8.765676457,1,0,0,4,0,0
488,11.29139204,11.35873753,1,0,0,4,0,0
489,14.07231158,15.21364477,1,0,0,4,0,0
490,15.65199508,18.46020551,1,0,0,4,0,1
491,17.99084921,21.16835856,1,0,0,4,0,0
492,20.74843777,23.60575092,1,0,0,4,0,0
493,21.0257735,24.38088973,1,0,0,4,0,0
494,23.84486254,26.59187827,1,0,0,4,0,0
495,23.86860809,29.49973625,1,0,0,4,0,0
496,25.67924492,31.13355931,1,0,0,4,0,0
497,27.58840942,34.08899572,1,0,0,4,0,0
498,27.85712957,34.32911552,1,0,0,4,0,0
499,28.6098698,36.29613812,1,0,0,4,0,0
500,29.96636645,38.99708553,1,0,0,4,0,0
501,31.88898053,40.65127859,1,0,0,4,0,0
502,34.62550922,39.51468341,1,0,0,4,0,0
503,35.67297258,39.99205483,1,0,0,4,0,0
504,35.07639922,40.01370674,1,0,0,4,0,0
505,37.55997869,41.2970941,1,0,0,4,0,0
506,36.57849156,43.56993199,1,0,0,4,0,0
507,37.05312257,43.5551772,1,0,0,4,0,0
508,37.99691975,46.29406562,1,0,0,4,0,0
509,38.27706732,48.54466814,1,0,0,4,0,0
510,41.47138054,49.39279562,1,0,0,4,0,1
511,41.82934239,49.7375222,1,0,0,4,0,5
512,43.2477795,50.72559402,1,0,0,4,2,24
513,43.69737139,50.66090567,1,0,0,4,3,26
514,44.96422647,50.93809385,1,0,0,4,10,38
515,46.44154894,49.86166149,1,0,0,4,2,20
516,46.49960083,51.26846643,1,0,0,4,9,37
517,46.77302913,52.13499794,1,0,0,4,8,50
518,47.99675704,52.59928637,1,0,0,4,5,52
519,49.33221029,54.57738584,1,0,0,4,12,53
520,48.42670401,56.36393198,1,0,0,4,5,33
521,48.51181538,57.35159514,1,0,0,4,5,31
522,50.93534559,58.11559056,1,0,0,4,6,42
523,51.90173466,57.29818789,1,0,0,4,3,42
524,50.616713,59.1265073,1,0,0,4,10,42
525,51.93423046,60.68601103,1,0,0,4,4,37
526,51.4194374,60.94705354,1,0,0,4,8,34
527,51.29286117,60.19757046,1,0,0,4,8,39
528,52.13547818,59.37964771,1,0,0,4,11,42
529,53.58232024,57.62101813,1,0,0,4,2,27
530,54.03508541,58.95148058,1,0,0,4,2,31
531,53.67436837,60.11550739,1,0,0,4,11,38
532,54.78944611,59.49819638,1,0,0,4,6,38
533,54.62791896,61.64542882,1,0,0,4,6,24
534,55.41085385,62.66314779,1,0,0,4,1,14
535,57.07021011,63.86856783,1,0,0,4,0,4
536,57.26532842,65.15053322,1,0,0,4,0,3
