x,y
45.655723,84.376134
46.089929,83.059927
43.411398,83.633233
45.92654,84.246236
45.77995,81.555507
46.44656,84.023248
50.665998,84.39946
44.125302,83.172384
46.083402,90.362142
43.778194,86.876189
45.175186,77.527599
41.963795,76.372641
44.156439,84.203757
42.708943,83.928232
40.948151,80.21576
56.444105,88.968146
47.991533,86.158433
46.093353,82.405515
44.250492,81.11456
41.95898,82.381868
44.603485,84.960461
41.699291,82.683394
42.639286,83.10904
50.688789,86.375108
41.66687,84.343392
40.36361,84.546478
44.465348,83.937648
48.877493,90.412432
47.543952,87.746527
43.266413,83.879333
48.487478,83.040774
45.477033,81.274739
44.500765,83.009851
44.948881,84.296205
54.207484,91.897913
46.721336,91.980838
43.176854,84.041224
42.950549,81.282336
43.212164,84.794611
39.311586,75.087892
44.132471,83.936471
40.887268,84.130034
44.606588,84.192415
48.028555,89.535567
41.068847,86.488207
44.324643,85.23513
48.935166,84.524864
42.401532,84.101893
41.760174,84.486451
43.807619,81.119161
42.539027,87.231215
42.493659,79.452529
43.109337,85.80437
41.222499,84.699167
43.830196,89.231794
39.509643,85.286276
49.320794,83.360811
45.276622,78.920097
44.994463,84.39411
45.232752,84.616242
42.959644,84.565952
42.159926,85.547142
41.20998,85.195647
46.036001,83.56914
44.594925,86.330382
45.560172,85.130056
44.029216,89.635505
46.436823,81.891701
44.491242,83.844558
44.621461,82.517758
44.43389,82.989735
41.854441,86.881539
43.37245,81.570594
44.39002,82.809547
39.780353,87.174505
44.472517,86.13607
41.510757,87.024705
50.577937,85.886546
50.49651,90.312922
46.319444,87.228861
39.231978,85.825235
44.054147,76.812411
45.594305,87.147327
40.231679,86.308447
41.255027,76.860668
40.186311,86.589643
46.861506,83.973707
38.932699,83.897202
46.024766,87.589558
46.554095,84.697348
44.301852,79.414223
45.540377,84.89594
47.057851,79.262711
49.980449,87.516798
41.476517,80.187512
46.010107,81.940921
41.112075,83.928767
44.634622,88.024085
45.728697,87.677619
42.755809,84.793113
50.787336,83.33267
36.989044,84.33633
43.818105,80.907943
50.266674,83.519064
50.100503,88.594395
44.399757,91.264045
43.838007,80.329287
47.382382,85.169218
49.172492,87.577253
45.294277,86.999667
50.947408,82.618017
41.941432,84.467512
48.005443,87.085695
53.142406,87.395888
43.905952,82.160592
46.027869,86.82943
38.248969,85.33571
43.25154,84.080386
47.761376,81.677487
47.027998,81.129647
45.383515,79.547331
50.296634,82.518828
45.067009,83.430682
42.438019,85.711173
42.233756,79.079527
42.255584,80.886329
45.57665,84.340396
43.686281,86.259227
44.88864,83.270717
47.28865,84.094938
43.850098,89.460881
42.352419,84.407806
45.237032,86.491096
38.943613,86.737624
45.254901,86.055071
43.615982,82.529528
37.228831,85.294836
48.958278,85.157127
42.187318,89.604796
47.687118,82.235064
44.550413,84.122223
44.884895,86.111353
40.250832,85.122673
37.383446,86.147626
48.852562,79.502284
51.831549,86.631587
43.156203,76.81209
42.029065,87.493258
39.870447,82.631606
49.407357,87.448639
52.342474,82.810938
45.730516,87.232606
44.742585,87.678154
46.762745,80.839142
44.559508,83.847768
83.225777,80.363313
88.165218,77.577675
80.220361,83.647892
93.64212,74.781979
88.616758,79.401918
85.697691,80.178524
88.934655,83.821981
84.853033,81.839913
86.719969,75.591755
85.97878,80.762744
90.378834,70.067345
86.023934,78.241396
88.067955,78.515423
87.970692,78.355672
86.818623,77.427126
83.453152,82.860479
91.460283,76.391687
85.969899,78.736485
84.606184,79.809588
87.274764,78.477331
90.017923,75.057718
89.029778,80.39231
84.105424,75.052689
88.257345,75.434679
89.118802,83.589042
87.532741,85.38172
91.76534,75.904302
88.659023,69.81001
89.529789,78.944386
83.032,83.497129
88.178486,76.402494
88.872381,76.07593
92.254223,78.718188
87.219017,75.379146
88.647146,70.128335
83.977666,82.550393
94.198734,75.580841
82.120574,77.833619
88.28249,78.561005
87.074567,79.002808
89.972341,78.963004
89.980901,79.138377
88.625532,81.536247
88.048481,77.929598
91.472802,82.325372
88.769661,78.356207
89.390796,78.237223
87.562166,85.699724
88.105619,75.062961
86.900264,73.820049
88.806683,74.853455
92.187241,70.795694
87.414185,79.996303
82.874282,81.013445
85.982739,76.208717
85.391992,76.43866
94.351423,77.850739
91.898769,74.920009
89.344572,77.951319
89.785947,78.779713
89.991815,78.989968
89.8907,77.985773
93.576208,73.412272
92.269738,80.011176
87.767071,76.464875
87.511234,78.350536
90.386003,73.078967
90.573788,76.97152
84.922583,77.522891
87.943942,78.414736
88.431755,69.22686
87.77745,80.059219
87.15578,75.673289
89.689861,82.00266
93.033397,79.797069
87.317778,78.450581
85.725939,78.917636
90.819781,80.14086
87.109235,77.388285
89.669852,80.208484
89.90889,77.623792
84.487307,76.404206
88.507083,75.792915
84.470936,78.969745
89.34821,71.532496
90.752157,79.379983
87.321737,80.010748
85.761677,81.437058
88.02569,73.73263
93.482904,78.58508
86.472371,78.873552
80.873703,80.448806
87.172579,78.025363
89.105106,75.697364
90.764248,81.59285
85.589621,83.945245
85.886118,77.875028
88.611729,86.534966
87.815649,75.469026
88.231558,79.358048
86.078718,79.942054
88.072556,78.463314
89.827998,77.994761
88.565077,78.409386
91.125908,77.18445
87.35373,76.11338
85.386749,77.467465
84.595484,78.970066
87.944263,77.943936
92.635678,77.394598
78.676565,87.104206
93.915077,75.31195
84.84993,73.345504
86.661119,81.579903
84.464516,76.20647
94.076647,70.138179
93.832045,73.249204
87.679973,78.746115
86.448403,78.21165
90.998257,81.749605
86.857036,81.973235
88.249855,81.439198
90.798702,84.428564
86.908717,79.098145
93.467924,76.269814
90.15713,76.704127
89.109386,78.621139
87.48748,78.111926
88.202454,79.68504
83.213579,85.413071
92.928751,72.455585
86.205406,74.75341
89.917343,84.605649
85.273971,77.722446
89.087023,83.759493
87.466187,75.905479
91.595103,78.172702
86.144523,81.588784
91.445196,82.76129
90.53163,69.689742
85.272901,72.192044
88.509544,84.028812
87.548363,76.973874
85.0864,84.147368
87.502139,77.567189
90.576784,73.150229
88.28356,79.898184
88.240118,86.2741
88.019912,78.745687
86.176837,78.394513
88.08775,78.333416
90.990232,79.153143
87.883059,78.469092
85.256102,77.533805
92.279475,79.28807
88.34883,75.312378
85.693304,71.968521
88.317265,76.58846
90.298477,78.113852
87.765466,78.423296
90.79699,75.295579
88.330105,78.996388
87.779269,78.362948
87.956675,80.165898
89.635826,81.47836
93.274361,73.35064
91.046728,77.057441
87.394925,79.178823
87.965021,78.421477
87.253685,80.837002
89.414336,80.959517
92.942982,78.894417
88.381679,78.179764
87.445964,78.137178
93.935942,77.292627
86.50308,78.108395
84.68729,80.369091
90.056978,81.837452
88.320903,78.405106
80.380005,88.635055
86.103542,84.316107
87.760758,78.562931
93.089037,75.462713
86.646353,71.010978
87.962346,76.16688
92.676873,76.733766
88.743553,76.903147
89.621274,81.669462
83.887893,78.376109
85.624717,78.335342
92.294883,77.015711
89.747748,69.848744
90.879701,76.397251
88.627779,76.55636
87.874713,80.259523
93.586801,78.101547
87.639206,78.016375
87.420926,78.066772
85.365028,76.541594
89.721105,82.227788
88.745586,77.5643
80.767987,85.208594
94.01983,79.075247
87.944156,78.332239
84.154965,81.213
88.166609,73.562393
84.314716,79.308721
89.809273,77.716454
87.999475,77.815536
91.422084,77.636525
84.353557,78.916673
89.728809,74.958315
89.925475,81.56503
87.461265,78.551482
86.446691,78.895487
93.334495,80.325756
84.333762,75.201419
89.476075,75.884828
87.985351,84.191559
95.111444,75.168035
88.020661,79.717675
85.078268,74.517903
89.049466,77.621438
87.268451,73.816518
90.262204,83.983979
89.207612,81.188604
88.004718,83.554374
85.717914,81.24831
90.067464,78.280665
86.539353,78.42993
88.011031,81.208185
87.505349,76.597341
89.663539,77.983098
85.728828,80.803939
87.700196,86.750036
87.176324,78.557581
89.033202,76.638643
93.785821,70.524984
88.152592,80.180985
87.711859,78.947703
87.606892,79.595909
86.880897,71.10364
85.763282,75.441099
88.492317,78.572668
90.296337,77.208097
86.71922,78.656663
83.713376,81.250664
85.725404,76.596699
92.761296,76.714827
88.775011,78.152586
91.045016,78.83867
84.202045,78.430893
82.353192,77.164013
86.126975,78.697644
93.095778,79.0623
87.625724,77.947467
91.345044,79.852495
86.356704,73.608724
80.299113,85.623005
88.163613,78.951662
89.431028,76.046077
84.552042,79.946655
87.000844,79.077601
85.79367,77.907342
88.318228,78.515316
87.841329,78.166603
88.497667,74.317171
88.025048,77.112439
82.236455,81.554651
88.073091,78.50804
87.855453,85.622042
88.652817,78.2491
87.820999,78.991145
83.59482,78.961934
87.679866,70.868989
89.184928,79.668348
84.482064,78.318222
88.044201,81.653519
82.984385,77.006081
92.563988,76.365579
87.788685,78.017124
90.901529,79.070753
81.562783,84.770001
87.896648,74.98132
88.169391,80.677037
85.960483,74.766571
88.124023,77.904881
85.209771,76.001458
87.748881,77.92917
88.717231,78.697216
88.109685,79.971158
87.583994,79.228257
86.629661,78.638259
90.068534,83.200204
85.833688,80.459506
86.014518,72.278393
88.816955,79.090334
88.18298,78.010918
91.24211,82.386576
92.74332,80.629529
86.780317,75.308954
88.319298,78.587862
87.377805,82.481485
84.126289,81.922838
87.447783,78.515316
86.611471,78.846053
81.044047,82.865615
87.552857,78.317366
84.31814,81.915134
88.127126,78.561112
86.915565,77.901243
89.617315,74.576753
85.377226,74.335361
87.977968,79.470612
87.942765,78.340906
85.303931,76.329306
85.627606,78.517884
87.025133,78.899232
92.121757,17.360857
92.061409,16.877217
91.737841,16.546373
92.382837,13.504898
89.783058,17.071101
90.869536,17.55763
93.73093,14.33265
96.935152,16.061342
95.854345,13.212895
87.534453,11.613352
96.190432,21.234364
92.992309,16.473399
90.912871,15.389489
89.269351,17.288525
90.333038,16.392079
89.358696,22.721878
88.615153,16.654443
93.66887,13.789946
91.053255,16.715968
85.687312,18.897484
89.090447,16.130036
93.824341,18.895451
88.402544,18.500942
92.306653,20.158693
89.877218,16.516306
91.414166,14.452169
91.509931,15.125199
91.007566,17.137013
92.923294,17.132626
95.092398,21.99492
92.467795,17.251824
91.08696,16.697243
93.713275,21.930613
89.920125,16.665999
95.48038,15.94835
93.467389,13.527582
89.498331,21.419367
88.435393,15.272324
91.476654,17.08255
94.538459,22.539336
86.39394,18.060209
89.911993,12.723049
89.302414,22.854879
92.453671,14.907775
91.640578,12.534301
91.803004,17.142898
90.954922,11.644703
86.128152,15.94086
92.488018,16.065943
91.868809,16.060807
93.116429,12.99622
91.555192,17.3447
90.968832,13.686156
90.956099,16.889736
88.596535,15.524523
92.233358,17.136692
90.900459,16.85357
92.782375,18.057534
89.681194,16.77439
90.697908,17.585236
91.629343,16.92205
92.084842,16.354201
93.013816,18.046834
89.701096,19.870756
92.125502,15.01424
88.727503,15.370871
92.667457,18.503724
93.256492,20.837929
92.607323,17.308534
91.14688,11.820825
90.549392,16.484848
89.460667,19.091903
91.988649,21.700242
90.943366,16.696494
95.671268,21.619564
92.482775,18.253451
90.747556,17.311102
87.485233,19.466403
91.812206,20.991581
92.152894,17.304254
94.779851,18.416305
91.011739,16.804243
93.852375,17.251289
94.573448,11.907067
95.411793,18.234405
85.856158,9.398345
92.315213,16.904716
88.187795,17.908483
87.004268,16.81291
89.915845,17.645584
91.810494,19.066972
90.549499,15.547742
91.861212,16.189207
91.087174,16.45125
96.835535,17.561482
91.732063,14.902532
90.478023,20.642012
95.791215,16.154539
92.447465,16.096545
92.302694,17.053553
92.194517,18.123232
91.905938,17.427518
97.586461,17.159376
90.182168,19.028024
88.22792,14.303653
90.124067,18.781175
92.110415,16.625125
89.997272,20.195394
87.892796,16.421076
89.918199,18.129759
88.574814,20.231346
90.386538,17.60899
90.715884,12.277715
94.937783,17.781153
88.827013,14.373203
91.048975,16.885777
90.658532,13.030995
93.154093,16.026674
83.476371,14.600043
87.138553,14.194085
89.289681,18.551553
91.209261,17.106518
91.379284,16.847043
94.521125,16.957574
90.973433,11.831311
89.50015,16.178935
94.290219,18.43824
87.016573,14.953464
93.224285,15.01638
84.461092,17.053981
93.48483,16.716182
91.895238,15.970713
83.338769,15.058752
93.310099,13.091878
94.384379,17.279751
84.244952,15.501625
90.923357,17.872531
90.290131,18.234512
91.020941,16.88888
86.90968,19.029522
89.731163,15.003005
91.052613,16.89744
91.988221,16.775674
91.458571,20.357178
95.842361,13.545451
91.788131,18.250455
90.9714,17.628464
90.447421,16.100932
93.884154,14.431839
90.966371,16.660007
87.660392,21.582328
